index,Tweet,HS,stopwords,hastags,numerics,word_count,char_count,punctuation
5391,penyebab macetnya divestasi saham freepo  salah satunya  terbitnya peraturan pemerintah nomor 20  1994   perusahaan penanaman modal asing  diwajibkan mendivestasi sahamnya   indonesia freepo 51,0,0,0,3,31,193,0
5392,namanya timnya baja bajingan,1,0,0,0,4,28,0
5393,pendapat    orang buta  kebenaran uchiha obito,0,0,0,0,10,46,0
5394,biar bantuan asing mengalir        x9c       x9c       x9c       x9c,0,0,0,0,33,68,0
5395,nu   mengakui said aqil  kiai     pilih jokowi,1,0,0,0,14,46,0
5396,hukum kristen sepengetahuan gue sih   10 perintah allah    hukuman  pelanggar  pemuka agama  berwenang,0,0,0,1,21,102,0
5397,rezim anti islam    zalimi ulama   ,1,0,0,0,11,35,0
5398,percaya   induknya penista    ditahan   dibela  ,1,0,0,0,14,48,0
5399,anggota dewan perwakilan rakyat   tudak malu  korupsi    diganggu,1,0,0,0,14,65,0
5400,memangnya  tuli bisu  cacat   kasar ya bang konyol,0,0,0,0,12,50,0
5402,sampean   idiot   malu ya umbar kegoblokan berulang ulang,1,0,0,0,12,57,0
5403,politisi   menilai negatif  rezim   wajar   wajar   solusi  balans,0,0,0,0,18,66,0
5404,adik ku  berjilbab pas  masuk  negeri eh pas  ambil wudhu   nyeletuk kiraan kristen,0,0,0,0,19,83,0
5405,kayaknya sih abu janda   event organizer acara deklarasi ulama muda  kemarin sih faizal assegaf  be indak  event organizer nya  aksi aktivis 98 palsunya besok besok     deklarasi lgbt deklarasi cebong dukung mukidi    kenyang,1,0,0,1,45,225,0
5406,pastikan rezim    apresiasi   kewajaran,0,0,0,0,9,39,0
5407,2 analisa terkait  1  disusupi komunis  2  antek  jenderal tua    penguasa negara,1,0,0,3,20,81,0
5408,ciri khas muslim      berani berargumentasi beraninya bawa bawa malaikat,1,0,0,0,14,72,0
5409,orang jawa moto picek kuping budek rai gedek    dihadapi rakyat    populer   hina  ,0,0,0,0,22,83,0
5410,wkwk sebal banget anjing,0,0,0,0,4,24,0
5411,moeldoko orang kaya  pabrik bus listrik  proyek  rejim mukidi wkwk,0,0,0,0,13,66,0
5412,les privat  cilandak tk sekolah dasar   ujian nasional simak oi seleksi  masuk perguruan  negeri matematika fisika kimia biologi akuntansi ekonomi,0,0,0,0,25,146,0
5413,kekurangan asam folat  mengganggu pembentukan otak  cacat bawaan  susunan saraf pusat  otak janin,0,0,0,0,17,97,0
5414,presiden hadiri milad pergerakan mahasiswa islam indonesia selamat ulang  pergerakan mahasiswa islam indonesia 2019  jokowi jokowi  periode jokowi  periode jokowi membangun indonesia,0,0,0,1,26,182,0
5415,cupuuu culun,1,0,0,0,2,12,0
5416,rumput laut   potensi ekonomi unggulan jokowi,0,0,0,0,8,45,0
5417,haha otak  isinya oli bekas   dicuci pakai kencing onta,1,0,0,0,12,55,0
5418,bangsa indonesia  soekarno  ulama kiai  pejuang muslim pejuang muslim mendirikan negara islam,1,0,0,0,15,93,0
5419,bang    presiden,0,0,0,0,5,16,0
5420,halnya   irlandia konflik  protestan dublin city  lt katolik belfast city  musuh bebuyutan       adem intinya    negara negara islam   manapun   chaos,0,0,0,0,37,150,0
5421,pemuda diamankan tim betasemen khusus 88  terbukti  mengirim bom sms  gebetannya,0,0,0,1,14,80,0
5422,prabowo   pergi  rohingya  bisanya  mengkritik doang,1,0,0,0,11,52,0
5423,bangsat   membicarakan titit,0,0,0,0,5,28,0
5424,kurus yuk coli malam minggu kontol gay bahan coli  ,0,0,0,0,11,51,0
5425,wanita  makhluk  unik  dunia    selembut sutra   sepe i karang  wanita butuh dibimbing,0,0,0,0,21,86,0
5426,haha   rezim  usir maling pakai duit rente  banggakan itupun  utuh  milik negara  sepakat  bodohi rakyat   hilang  percayanya hehe,1,0,0,0,29,130,0
5427,calon wakil gubernur sumatra utara diperiksa komisi pemberantasan korupsi  mangko brigade mobil terkait suap anggaran pendapatan  belanja daerah maju  komisi pemberantasan korupsi hidup komisi pemberantasan korupsi,0,0,0,0,29,214,0
5428,alumni mu jana  umat islam  menistakan diam  demo demo  pembelaanmu  bela agama congor tok,1,0,0,0,19,90,0
5429,edan benaran       x95,0,0,0,0,9,22,0
5430,keren memek nya ya om hiu,0,0,0,0,6,25,0
5431,sipit sih nder   teman teman ku  bilang  pakai kacamata    sipit wkwk,0,0,0,0,18,69,0
5432,sempurna  mustahil usaha  kesempurnaan   jaring kader demokrat terbaik  presiden periode,0,0,0,0,15,88,0
5433,kantor   pembuangan sih anjir bau bangkai banget bangsat,1,0,0,0,10,56,0
5434,limbat  ya allah,1,0,0,0,4,16,0
5435,digilir  kontol   ,0,0,0,0,6,18,0
5436,tenaga kerja indonesia  insta cerita mewah  indahhhhh,0,0,0,0,9,53,0
5437,dinamika politik    refleksi upaya koalisi susilo bambang yudhoyono jenderal merah  tentara nasional indonesia merebut jokowi,1,0,0,0,19,125,0
5439,pusat tahfiz  ditingkatkan dikawal selia  diperkasakan  ditutup    halnya  sekolah sekolah cina  tamil,0,0,0,0,20,102,0
5440,voting malingsia  cok jancuk partai komunis indonesia,1,0,0,0,8,53,0
5441,7 keagamaan  melindungi keberbagaian budaya  kepercayaan 25 masjid dibina 6 500 jemaah haji  wang saku rm500  jais diperuntukkan rm421 juta  2015 260 rumah ibadat  islam  tokong kuil gereja amp gurdwara  dil,0,0,0,6,39,207,0
5442,bullying about body shaming ya  bullying  suka memaki gendut kurus hitam sipit,0,0,0,0,14,78,0
5443,wkwk jijik,0,0,0,0,2,10,0
5444,,0,0,0,0,1,0,0
5445,mulut allah subhanahu wa taala  alquran  busuk kafir laknat,1,0,0,0,11,59,0
5446,budek,0,0,0,0,1,5,0
5447,senin   udik  ditemani acara menarik  juri  asyik asyik  suara kontestannya  autentik  penampilan fantastis grab takes you there idol spektakuler top 3 idol by opera,0,0,0,1,32,165,0
5448,gila sih bangsat banget calon suami  meninggalkan  gara gara     serius  nikah sih ya      haha bersyukur  dijauhin       laki laki bejat kayak,1,0,0,0,39,143,0
5449,indeks prestasi kumulatif 3 5 ra ono a ine nek ra  bahasa inggris  jurusan bahasa neng   jurusan  favorit   bahasa inggris modal  golek pekerjaan memilih  tenaga kerja indonesia  singapura  berangkat  gelar  pulang   berbicara bahasa ing,0,0,0,2,49,237,0
5450,allahu akbar   bangga  terharu  suara rakyat  suara tuhan  salah  berkah  tuhan    buku soeha o bjh  dihormati dunia  prestasi   mendunia,0,0,0,0,34,137,0
5451,allah subhanahu wa taala  berbatas dungu biadab  mengaku  terbatas   dinegasi,1,0,0,0,15,77,0
5452,back serasa asing gue v,0,0,0,0,5,23,0
5453,tangkap   jenderal banci kayak prabowo  bodoh,1,0,0,0,9,45,0
5454,cebong  garang  pakai logika    fakta sih djarot  sial mulu,1,0,0,0,15,59,0
5455,senjata   mematikan  bom nuklir  mulut   astagfirullah,0,0,0,0,12,54,0
5456,umat islam ri  bersatu  sikap  tindakan  mengalahkan proxy asing  memenangkan perang asimetri konspirasi global cukong by chirpstory,0,0,0,0,22,132,0
5457,sarap,1,0,0,0,1,5,0
5458,jam lembur   ngentot  n ,0,0,0,0,8,24,0
5459,otak ahok djarot   tumpul  loyo  stres  jebol  dicopot  diganti,1,0,0,0,16,63,0
5460,kampret   kasar  bandit  negara kesatuan republik indonesia   orang cina  usir rakyat indonesia biar tau,1,0,0,0,21,104,0
5461,9    impian  impian indonesia   kekuatan   berjuang,0,0,0,1,14,51,0
5462,kejadian  pagi  bogor  pedagang kaos ganti presiden  sayang    t arik pedagang    ramai  sepi sih pedagang membereskan dagangannya amp pulang    beres beres   ramai ramainya pengunjung masyarakat  waras amp ce,0,0,0,0,45,209,0
5463,antusiasme    mengukur kontol mas iper   ngewe  gue       x94,0,0,0,0,20,61,0
5464,syiah  yahudi,0,0,0,0,3,13,0
5465,edan 1 triliun,0,0,0,1,3,14,0
5466,mari  jaga persatuan   diadu domba   ruf amin  ulama   mari  hormati beliau,0,0,0,0,20,75,0
5467,cek dna partai komunis indonesia  kali maksudnya,0,0,0,0,8,48,0
5468,sinting  digedekan volumenya   dengarkan taunya pas diputar  day 6 marah,0,0,0,1,14,72,0
5469,ainya sih almarhum  mental ideologinya   catatan kaki      kelompok   meniadakan komando resor militer komando distrik militer komando rayon militer zona merah  tercatat rapi  komando resor militer komando distrik militer komando rayon militer  ryamizard ryacudu,0,0,0,0,46,262,0
5470,puasa  dilarang mengeluarkan   kasar  anjing setan bangsat kampang bedul,0,0,0,0,13,72,0
5471,insyaallah mudah mudahan   presiden  pro rakyat cinta rakyatnya  rakyat asing,0,0,0,0,14,77,0
5472,hubung nya putusan mk  presiden   kekuasaan  republik   dipisah  3  eksekutif legislatif  yudikatif   ketiganya berdiri,0,0,0,1,25,119,0
5473,a inya kecebong  antek komunis,1,0,0,0,6,30,0
5474,by design  by rekayasa politik   menjegal   rezim jokowi  kepentingan politik  ekonomi peng peng  asing terganggu,0,0,0,0,23,113,0
5475,lucu ya  dihina polisi menghinanya pas  polisi  polisinya   situ dimana letak wibawanya polisi politic id kepala kepolisian republik indonesia,1,0,0,0,24,142,0
5476,ayo secepatnya  revolusi lengserkan jokowi  negeri   azab allah subhanahu wa taala   penegak hukum presidennya    batas,1,0,0,0,24,119,0
5477,hem ganti presiden  lanjutkan,0,0,0,0,5,29,0
5478,35 umat islam   memiliki kriteria   pilihan pemimpinnya pemimpin  masjid  pilih pemimpin non muslim,1,0,0,1,19,99,0
5479,rezim   kaum penganut tololisme,1,0,0,0,6,31,0
5480,mqm  bani rukun orang sabiq rehnuma salim shehzad london mei douran e ilaj intiqal kar gaya  cancer  arze mein mubtila your,0,0,0,0,24,123,0
5481,kayak cabang cabang nu  nu kristen nu buddha nu syiah hearthstone global games nu zionis,0,0,0,0,16,88,0
5482,badan gede keker kelakuan kunyuk,0,0,0,0,5,32,0
5483,muhammad  alquran manusia bejat,1,0,0,0,5,31,0
5484,ih pintar gembel nih anak,0,0,0,0,5,25,0
5485,berduaan  sipit,0,0,0,0,3,15,0
5486,banci kaleng kaleng kosong nyaring suaranya,1,0,0,0,6,43,0
5487,pasangan calon gubernur  wakil gubernur pilihan   debat terbuka pilihan gubernur jawa  2018 malam,0,0,0,1,17,97,0
5488,eh titit   kayak,0,0,0,0,5,16,0
5489,ngentot yuk mbak,0,0,0,0,3,16,0
5490,tolol   bingung,1,0,0,0,4,15,0
5491,hoi gay banci situ kafir ya nge i    islam orang   hijrah  hijab wajib  saudara seiman menutupi  lalunya  negatif dasar kaum laknatullah alaih,1,0,0,0,31,142,0
5492,prabowo subianto   aktor  tentara nasional indonesia  98  jabatannya  pangkostrad   berhasil kudeta,1,0,0,1,19,99,0
5493,anjir  gue   banget   apes,0,0,0,0,9,26,0
5494,jokowi  2030 indonesia masuk 10  negara ekonomi terkuat  dunia,0,0,0,2,12,62,0
5495,perayaan  kakak   istana bogor,0,0,0,0,7,30,0
5496,kepadamu  km  serakah    menyepelekan    km kerjakan   menghargai hasil kerja       kerjakan butuh  ide ketelitian keterampilan   semu,0,0,0,0,34,134,0
5497,ditengah kemeriahan menyambut pemilihan presiden  pilihan kepala daerah ayo  lupa  seruput minum kopi indonesia    minum kopi  duduk  mengobrol  bicarakan negeri      rayakan minum kopi indonesia,0,0,0,0,38,195,0
5498,ha  rezim  aneh  perintahkan jokowi mesti,1,0,0,0,9,41,0
5499,jembatan tuban  ambruk diresmikan presiden soeha o  1980,0,0,0,1,10,56,0
5500,cinta  buta   budek tau  suara motor  suara mobil  mobil spo    x94 x92 xcb x87 xcb x87   x94 x8e mt,0,0,0,0,30,100,0
5501,jokowi  merangkap menteri   merangkap juru bicara kepresidenan,0,0,0,0,10,62,0
5502,terkutuk banget pokoknya  niat jahat,0,0,0,0,6,36,0
5503,ya  demo   membawa teriakan lengserkan jokowi     istana blokir jokowi,1,0,0,0,16,70,0
5504,alasan menolak peraturan pemerintah pengganti undang undang 1  watak otoriter pemerintahan jokowi 2 memberangus kebebasan berekspresi 3 be entagan  nilai nilai demokrasi,1,0,0,3,24,169,0
5505,terbukti  rezim  anti ulama  umat islam  ,1,0,0,0,11,41,0
5506,masyaallah  kelangsungan legasi islam   pas  umno lupakan perbedaan politik  parah  nih lgbt  menular teruk njakim pas numno  n ,0,0,0,0,27,128,0
5507,tau  spider man   agama nya katolik  batman  kristen monosit,0,0,0,0,14,60,0
5508,kelompok terbang  sehari kadang  5 kloter  tahlilnya pas malam       budaya ya miris,0,0,0,1,21,84,0
5509,perbuatan lgbt  1 dosa menuduh orang   perbuatan   dosa  men cari cari kesalahan orang  maksiat pribadi    allah  dosa  dilarang  agama   maksiat    terbuka bantahan p,0,0,0,1,41,167,0
5510,sepengetahuan gue sih     indonesia  barat    gue  orangnya  mengakui ateis ateisme   politik sok far   liability  aset,0,0,0,0,30,119,0
5511,ketua  persis kh aceng zakaria  bandung   karno belajar  pendiri persis a hasan guru natsir,0,0,0,0,19,91,0
5512,retweeted 2019 ganti presiden tenda abang becak  disita polisi  tulisan 2019 ganti presiden,1,0,0,2,15,91,0
5513,sayangnya           gantikan pakde jokowi nojo  edan lo jon rumah sakit jiwa kebak sudahan,0,0,0,0,24,90,0
5514,sampah,1,0,0,0,1,6,0
5515,sih roki garong   bodoh   orang utan  dungu    menyebut kitab suci agama te entu bera i  anggap  kitab suci  fiksi   pemikiran,1,0,0,0,33,126,0
5516,viral  kota bekasi raih kota sehat swasti saba wiwerda 2017  kota terapkan budaya,0,0,0,1,15,81,0
5517,ganti rezim ganti presiden  pilih pasangan calon usungan partai demokrasi indonesia perjuangan  pilihan kepala daerah 27 juni 2018 2019 ganti presiden,1,0,0,3,23,150,0
5518,amin ya rabbal alamin insyaallah 2019 ganti presiden,1,0,0,1,8,52,0
5519,masyarakat   membutuhkan dewan perwakilan rakyat    membebani rakyat  negara  ,1,0,0,0,16,78,0
5520,memek   basah  enak banget  masuk pakai jari  licin,0,0,0,0,13,51,0
5521,terang jokowi  diktator,1,0,0,0,4,23,0
5522,incumbent   wakil presiden nya   takut  backstab cak imin  romi haha keahlian cebong  1 tukang tipu cebong   goblok  ketulungan plonga plongo mengakibatkan optimisme,1,0,0,1,32,165,0
5523,titit nya    bocah,0,0,0,0,6,18,0
5524,sadarilah maksud  gagasan  pemimpin  ketahuilah pemimpin   tidur     tujuan  hasil tol infrastruktur presiden pemimpin indonesia negara kesatuan republik indonesia masyarakat leader jokowi satukan indonesia,0,0,0,0,33,206,0
5525,senam kesehatan jasmani   jokowi  ,1,0,0,0,8,34,0
5526,cewek x cowok kapelan memanggil daddy baby   diterima  ya  cowok x cowok   pakai daddy baby an  jijik bangsat,1,0,0,0,25,109,0
5527,benaran otoriter  dilabelkan pulang pulang tinggal nama,1,0,0,0,8,55,0
5528,wasit picek,1,0,0,0,2,11,0
5529,bahagianya jaka a   sepe i   ahok   layak  gubernur jaka a   ,1,0,0,0,20,61,0
5530,ayo alex  udik gumamnya merutuki    nia  menulis atmosfer  planet      ditinggali manusia,0,0,0,0,22,89,0
5531,cebong   otak   hina ulama    indonesia non muslim   ajar,1,0,0,0,17,57,0
5532,republik rakyat cina surat pemberitahuan tahunan     menganut hukum kewarganegaraan  asas ius sanguinis    orang keturunan tionghoa cina dianggap warga negara republik rakyat cina  n1998  perspektif republik rakyat cina   diklaim seakan  menyakiti memerkosa membunuh warga negara republik rakyat cina,0,0,0,0,50,300,0
5533,pemimpin    ya kayak   sok sokan bacot doang  belaga bego plonga plongo,1,0,0,0,17,71,0
5534,kampret markson gue  garuk garuk kasur  ,0,0,0,0,9,40,0
5535,dody  menjabat  asisten gubernur kepala  emen kebijakan ekonomi,0,0,0,0,11,63,0
5536,bau bangkai,0,0,0,0,2,11,0
5537,presiden otoriter,1,0,0,0,2,17,0
5538,data  negara gara komunis    sebutkan  rezim komunis nyawa rakyat  gratis,1,0,0,0,16,73,0
5539,xa2tomohon   pusat pembelajaran agama kristen  katolik   khusus  berdoa  meditasi   bukit kasih   suci  indah  tenang xc2 xae  ntomohoninternationalflowerfestival,0,0,0,0,31,162,0
5540,panggil cebong   curut cenong,1,0,0,0,6,29,0
5541,prediksi sydney kamis 29 maret 2018 nangka  6 7 1 4 nas 3 0 1 kop 7 2 5 kepala 9 3 5 ekor 4 1 0 shio kelinci ayam monyet unsur air logam tanah tutup 12 30 result 14 00  ,0,0,0,22,44,169,0
5542,calon wakil gubernur  khofifah  emil dardak   sosok  cerdas  pintar khofifah emil jawa timur,0,0,0,0,19,92,0
5543,laporan polisi anies sandi batal dilantik    penipuan  sarah cean    narkoba,1,0,0,0,17,76,0
5544,banci  berani lawan norma norma masyarakat     sok the lowest human being ya sih manusia kacrut,1,0,0,0,20,95,0
5545,allah subhanahu wa taala  mengoceh tiada bagimu pelindung penolong  allah  menolong    sembah sembah 29 22,1,0,0,2,21,106,0
5546,memaksa sih,0,0,0,0,2,11,0
5547,mengejek islam  mengajarkan   islam salah  islam        islam,1,0,0,0,18,61,0
5548,langkah kepala kepolisian resor madiun  pilihan kepala daerah 2018  kondusif  aman kondisi,0,0,0,1,15,90,0
5549,foto swafoto   foto badan     foto  bajunya terbuka beware orang sinting    menjaga,0,0,0,0,21,83,0
5550,bacot banget bangsat,1,0,0,0,3,20,0
5551,mendukung gubernur bermulut kotor suka bawa bawa isu sara memaki kesana kemari  al maidah 51  peresmian tambak   hubungannya ikan  al maidah 51  ciri orang  cerdas 2019 ganti presiden,1,0,0,3,35,183,0
5552,banget bego nya empok silvy and agus debat final pemilihan kepala daerah jakarta,1,0,0,0,13,80,0
5553,sih bodoh  sok  ulama   paham agama   mengajinya berlepotan,1,0,0,0,14,59,0
5554,gaya banget  kampang  gue tendang,1,0,0,0,7,33,0
5555,isis  islam islam  isis  hidup  tinggalkan islam stop salat mengaji,1,0,0,0,14,67,0
5556,cebong dungu akut oi  pesan berita  trf         diinput manual bong   norak norak banget   kolam sih,1,0,0,0,29,100,0
5557,gue menghina agama  haha otak model cebong kafir  ngeles mulu nyata nyata   hina hina islam sok  memaki agama orang  bawa bawa data  otak     goblok  cebong kafir kebanyakan makan tai ah,1,0,0,0,42,186,0
5558,mengaku presiden indonesia  pembela penjajah cina,1,0,0,0,7,49,0
5559,dikirim  hina  bikin jatuh cinta   menyadari  tertarik  hina,0,0,0,0,14,60,0
5560,worry lessnya susah ngid  minum  kayak onta  tuuuu minum air   infused water         xa3,0,0,0,0,26,88,0
5561,berita islam rizal ramli pasca gubernur  daerah khusus ibukota jaka a  sejuk  tenang,0,0,0,0,16,84,0
5562,gue sih ya dibilang sombong    gue    gue sombong  kayak  diejek sombong  kayak setan,0,0,0,0,22,85,0
5563,mentil nete menyusui mengemut,0,0,0,0,4,29,0
5564,nama andi taufan tiro status terpidana  korupsi mendukung anies sandi,1,0,0,0,11,69,0
5565,oi sat budek ya,1,0,0,0,4,15,0
5566,sadis postingan victor bodoh jokowi ahok social media volunteer  kecebong kecebong istana jongos cina menjamur  kepolisian,1,0,0,0,18,122,0
5567,2  kesempatan  presiden    negara   ekonomi  kuat  perkara mudah  tantangan  ujian   dihadapi  penuh keyakinan   optimisme jokowi ajak masyarakat optimis,0,0,0,1,34,153,0
5568,iklan ahok jahat teroris nyata  indonesia  wahabi  onta  babi babi milik cina penebar teror sesungguhnya,1,0,0,0,19,104,0
5569,ky  berfungsi makan gaji buta habiskan anggaran pendapatan  belanja negara hakim nakal merajalela bubarkan  ,1,0,0,0,18,108,0
5570,berengsek    lihat  ganteng cantiknya orang     jelek jelek  sok laku miris,0,0,0,0,19,75,0
5571,cebong  sunat  nih p ustad  dilayani p ustad,1,0,0,0,11,44,0
5572,salut     memelihara kebodohan   kegagalan rejim gagal bikin  cerdas,1,0,0,0,15,68,0
5573,gebukannya  bego,1,0,0,0,3,16,0
5574,main  ah wkwk  ,0,0,0,0,6,15,0
5575,bodoh gue   bilang  islam istri    filosofi bahasa gue    kristen gue islam   masuk komen  keyakinan gue,0,0,0,0,27,104,0
5576,yayasan  kampusnya  dibangun berdasarkan asas agama katolik kristen  menerima murid  beragama    hehe,0,0,0,0,19,101,0
5577,xc2 xab mandi gue   buaya jaga mandi,0,0,0,0,9,36,0
5578,10  susilo bambang yudhoyono isu partai komunis indonesia mencari    3  jokowi simpatisan partai komunis indonesia sp i  kesempatan emas  ,1,0,0,2,27,138,0
5579,ketok goblok e  bencong malang,0,0,0,0,6,30,0
5580,iya nilai essay  100  terpilih  gubernur dekai bereskan,0,0,0,1,11,55,0
5581,jenggot bajingan,1,0,0,0,2,16,0
5582,hoaks bani cebong,1,0,0,0,3,17,0
5583,umat katolik  menyimak    banget informasi amp pelajaran  tulisan tulisan mas     x99 x8f  tulisan tulisan mas     bagikan wa  saudarah saudara amp teman teman  non muslim  terima kasih    x9,0,0,0,0,47,191,0
5584,ribut  tai,1,0,0,0,3,10,0
5585,islam nusantara  diakui  undang undang   agama islam kristen katolik kristen protestan buddha hindu tionghoa  diakui,0,0,0,0,20,116,0
5586,makhluk  parasit muncul   hina  seekor belatung onta bangsat,1,0,0,0,12,60,0
5587,kabarnya  freepo    alasan  peristiwa   membawa bangsa    rejim kelam  nfreepo 51,0,0,0,1,21,81,0
5588,tujuan sih kunyuk pakai foto amp nama gue what the fuck,1,0,0,0,11,55,0
5589,mengikuti kajian  kalkulus diterbalikkan       suluclac     x99        hidup yahudi     x99  bahasa israel kuno,0,0,0,0,35,111,0
5590,alhamdulillah gue tinggal  kompleks  warganya bodoh amatan       kumpul  nge gosip kompleks rumah gue sepi banget please,0,0,0,0,25,120,0
5591,asyik  tergantung budaya  sih wkwk,0,0,0,0,7,34,0
5592,lemak tepu  transfer   cacat kekal         bye,1,0,0,0,17,46,0
5593,mendung untung     menyinari hatiku,0,0,0,0,8,35,0
5594,direksi pe amina dirombak energi  sumber daya mineral  premium   langka,0,0,0,0,14,71,0
5595,gue netral deh  gue   nge i           intinya   dukung presiden gue  gue  ya   pemimpin negeri   sah ya pakde jokowi   menghina amp memfitnah pemimpin gue pakde jokowi,0,0,0,0,48,167,0
5596,tau   autis,0,0,0,0,4,11,0
5597,diam diam  rupiah  nyungsep  dolar  tembus rupiah 14 441   gue  senang  langsung tembus 16 ribu biar cepat lengser nih rezim kodok,1,0,0,3,29,130,0
5598,doa murah rezeki  ulama anjurkan baca 3 kali  lepas salat al almaidah 114 selamat beramal,0,0,0,2,17,89,0
5599,pakai pantat   haha pantat teriak pantat rocky gerung profesor  laku  indonesia tong  memercayai  kaum kampret  gembel warung internet  otaknya   pantat haha,1,0,0,0,31,157,0
5600,banci mahal pelanggannya keren keren       x83  ,0,0,0,0,14,48,0
5601,culun,1,0,0,0,1,5,0
5602,hormat hindu  makan daging    hormat islam  makan babi       x94,0,0,0,0,20,64,0
5603,iya  sih vivin tai dasar perebut laki orang mengakui alexa alda  rico bajingan  neraka,1,0,0,0,17,86,0
5604,jam kampang  ya ganteng banget ih,0,0,0,0,7,33,0
5605,goblok   pintar,0,0,0,0,4,15,0
5606,sipit sih  kayak lilyana    gempar seantero,0,0,0,0,10,43,0
5607,min  internet  kacau  murah jelek      hitungannya lumayan min  internet kacrut,1,0,0,0,19,79,0
5608,pemikiran busuk  membunuh     korban dibunuh tentara polisi masarakat   bunuh separatis picek kah matamu,1,0,0,0,20,104,0
5609,gue stres  ujian nasional   alim   bejat,0,0,0,0,11,40,0
5610,0  bejat bangsat berengsek,1,0,0,1,5,26,0
5611,maju   anjing  ,1,0,0,0,6,15,0
5612,khusus pemilihan    berharap   2 calon presiden  situasi  kondisi   teramat genting berbicaralah  nurani  partai politik insya allah 2019 ganti presiden   rubah kem,0,0,0,2,34,164,0
5613,solusi   2019 ganti presiden,1,0,0,1,6,28,0
5614,nih benaran admin akun resmi coba   kasih training   ekonomi biar   twit admin goblok mempengaruhi citra  ai,1,0,0,0,23,108,0
5615,bangsat bajingan   diciduk mampus  ,1,0,0,0,8,35,0
5616,alquran  kitab sampah beraroma darah air mani  tifatul,1,0,0,0,10,54,0
5617,objektif  diakui peluang anies  presiden 2019 2024   dibanding  wakil presiden  duet  prabowo   akui prabowo lemah  mengamankan   serangan fitnah penyusupan penggembosan  pengkhianatan  prabowo,1,0,0,2,36,193,0
5618,ayak ayak  2019 ganti presiden,1,0,0,1,6,30,0
5619,posisi  mantap iya coli kontol gay  ,0,0,0,0,9,36,0
5620,menangkan jokowi 2019 biar kaum sumbu pendek  kejang kejang,1,0,0,1,10,59,0
5621,permusyawaratan perwakilan  berintikan musyawarah  mufakat  gotong royong   kekuatan nasional  progresif revolusioner  berporoskan nasakom  ciri dominasi presiden terbatasnya peran  ai politik berkembang,0,0,0,0,30,203,0
5622,calon gubernur lampung  keberpihakan pe anian,0,0,0,0,7,45,0
5623,najis bermusuhan gara gara majalah gaul,0,0,0,0,6,39,0
5624,gubernur  presiden,0,0,0,0,3,18,0
5625,presiden jokowi  memenuhi  butuhkan rakyat      periode  presiden     memenuhi  butuhkan rakyat,0,0,0,0,23,95,0
5626,ulama kiai ustaz guru mengaji imam khatib fan  i   bangsat tukang tipu,1,0,0,0,15,70,0
5627,uang     bantu pemerintah    beli saham freepo  kalianlah   antek asing asing anti indonesia,1,0,0,0,22,92,0
5628,ab suka   berbicara kasar  susah mengontrol emosi,0,0,0,0,10,49,0
5629,azan  televisi  layak tonton menyerukan menyembah nyembah allah subhanahu wa taala dungu biadab  acara islam  layak tonton menipu,1,0,0,0,22,129,0
5630,profesi   cocok  ayam  pecun,0,0,0,0,8,28,0
5631,cengeng  tai  ,1,0,0,0,5,14,0
5632,bodoh gila pi baca tweet tweet    sial,1,0,0,0,10,38,0
5633,pendukung jokowi 3   pribumi bera i  jongos cina penghianat bangsa 4 komunis,1,0,0,2,15,76,0
5634,setuju bubarkan komisi pemberantasan korupsi angkat  ketua badan pemberantasan korupsi   ,1,0,0,0,14,89,0
5635,tawuran   budaya bangsa indonesia,0,0,0,0,6,33,0
5636,sylvi  beloonnya debat final pemilihan kepala daerah jakarta,1,0,0,0,9,60,0
5637,alah bacot  anti asing  mengimpor   cina wkwk jilat pantat,1,0,0,0,13,58,0
5638,jaga gf nih   jaga kebun kena tengok   tk tengok takut    tersodok dek babi  know b,0,0,0,0,23,83,0
5639,kecuali   kontra jokowi  baliho  membunuh kentutnya   kecium amp menyenggol hidung cebong  viral sebulan penuh,1,0,0,0,21,110,0
5640,benaran sinting  orang duh,1,0,0,0,5,26,0
5641,bahas kucing jilati titit   gembira banget dasar mesum,0,0,0,0,10,54,0
5642,oi goblok gue tertawa,0,0,0,0,4,21,0
5643,lawang sewu  landmark kota semarang   dikenal  turis  lokal  asing,0,0,0,0,15,66,0
5644,rezim anti islam     dipungkiri,1,0,0,0,8,31,0
5645,bodoh tegak tai manusia nih          ,1,0,0,0,15,37,0
5646,ulah pasukan nasi kotak hem,0,0,0,0,5,27,0
5647,fadli zon bab  raja maker  te utup fajar,0,0,0,0,10,40,0
5648,lt    pusing sih  vinci code  antek anteknya     the red sparrow  asyik,0,0,0,0,21,71,0
5649,menyerah  berperang cupu,1,0,0,0,4,24,0
5650,wanita tulen pastinya             x92 x83     x92 x83  suka buka yt   mengetren  yt   transgender     x99 x8a  tau wkwk,0,0,0,0,44,119,0
5651,hem terciduk   bangsat,1,0,0,0,5,22,0
5652,ucapan      dengar bikin indonesia  maju,1,0,0,0,11,40,0
5653,enak   bom,0,0,0,0,4,10,0
5654,eh bencong   fitnah fitnah  ya,1,0,0,0,8,30,0
5655,lihat onta dinamai langsung menyerbu  wisatanya   wisata gratis hhhh,0,0,0,0,12,68,0
5656,goblok,1,0,0,0,1,6,0
5657,dinusantarakan perkebunan sawit pengelolaan lahan  asing freefo  newmont indosat  saham saham  pemiliknya 50 asing,0,0,0,1,18,114,0
